,intitule,code_rome,score,X1,X2,cluster,Métier_onisep_1,Métier_onisep_2,Métier_onisep_3,Métier_onisep_4,Métier_onisep_5,Métier_onisep_6,Métier_onisep_7,Métier_onisep_8,Métier_onisep_9,Métier_onisep_10,Métier_onisep_11,Métier_onisep_12,Métier_onisep_13,Métier_onisep_14,Métier_onisep_15,Métier_onisep_16,Métier_onisep_17,Métier_onisep_18,Métier_onisep_19,Métier_onisep_20,Métier_onisep_21,Métier_onisep_22,Métier_onisep_23,Métier_onisep_24,Métier_onisep_25,Métier_onisep_26,Métier_onisep_27,Métier_onisep_28,Métier_onisep_29,Métier_onisep_30,Métier_onisep_31,Métier_onisep_32,Métier_onisep_33,Métier_onisep_34,Métier_onisep_35,Métier_onisep_36,Métier_onisep_37,Métier_onisep_38,Métier_onisep_39,Métier_onisep_40,Métier_onisep_41,Métier_onisep_42,Métier_onisep_43,Métier_onisep_44,Métier_onisep_45,Métier_onisep_46,Métier_onisep_47,Métier_onisep_48
107,Direction de magasin de grande distribution,D1504,-0.15162161383751402,19.7024775656281,20.2398041052179,36,directeur / directrice de magasin à grande surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Management/gestion de rayon produits non alimentaires,D1503,-0.15162161383751402,10.129852320326698,30.763534464617802,37,chef / cheffe de rayon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Transaction immobilière,C1504,-0.15162161383751402,48.632793820305395,26.2654709943707,18,agent immobilier / agente immobilière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Gestion locative immobilière,C1502,-0.15162161383751402,7.44743073955827,12.014171856675,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Sécurité et protection santé du BTP,F1204,-0.15162161383751402,39.7736295876411,16.5606147448721,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Élevage porcin,A1411,-0.15162161383751402,57.578760565147896,-44.9037145871673,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Décoration d'objets d'art et artisanaux,B1302,-0.15162161383751402,-54.5524227351587,-54.7894586442618,11,restaurateur / restauratrice d'oeuvres d'art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse,B1201,-0.15162161383751402,-49.206815585275294,-49.5971899981554,11,céramiste,technicien / technicienne céramiste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Création en arts plastiques,B1101,-0.15162161383751402,-49.29053053096929,-40.517617340306394,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Santé animale,A1504,-0.15162161383751402,56.4915492179322,-41.0948815196916,9,vétérinaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Toilettage des animaux,A1503,-0.15162161383751402,54.2794158662835,-41.863270479695394,9,toiletteur / toiletteuse d'animaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Podologie animale,A1502,-0.15162161383751402,56.8337725090956,-41.910147420156704,9,maréchal-ferrant / maréchale-ferrante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Aide aux soins animaux,A1501,-0.15162161383751402,54.718037443702094,-42.3098919475951,9,soigneur animalier / soigneuse animalière,auxiliaire spécialisé / spécialisée vétérinaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Saliculture,A1417,-0.15162161383751402,45.1072745303977,-47.500699636445106,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"Polyculture, élevage",A1416,-0.15162161383751402,42.690368948312795,-48.685086618583604,2,agriculteur / agricultrice,ouvrier / ouvrière agricole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Equipage de la pêche,A1415,-0.15162161383751402,-26.823472286088702,13.069064508001802,5,matelot à la pêche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Horticulture et maraîchage,A1414,-0.15162161383751402,43.5012460150178,-48.79690185831839,2,horticulteur / horticultrice,chef de cultures légumières,maraîcher / maraîchère,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Fermentation de boissons alcoolisées,A1413,-0.15162161383751402,20.091483259276398,65.122435286916,8,oenologue,caviste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Fabrication et affinage de fromages,A1412,-0.15162161383751402,20.694334291689202,76.664907776582,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Élevage ovin ou caprin,A1410,-0.15162161383751402,60.79546382190579,-45.0960517753115,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Gérance immobilière,C1501,-0.15162161383751402,44.9166018393005,15.215924083865,26,administrateur / administratrice de biens,syndic de copropriété,expert immobilier / experte immobilier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Élevage de lapins et volailles,A1409,-0.15162161383751402,58.7063144606325,-44.811681121676294,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Élevage d'animaux sauvages ou de compagnie,A1408,-0.15162161383751402,58.7652602475749,-45.5448003655414,6,éleveur / éleveuse,animalier / animalière de laboratoire,dresseur / dresseuse d'animaux,apiculteur / apicultrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Élevage bovin ou équin,A1407,-0.15162161383751402,61.175519968284505,-44.3554049124539,6,éleveur / éleveuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Encadrement équipage de la pêche,A1406,-0.15162161383751402,-26.6710767047651,13.6611769331526,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Arboriculture et viticulture,A1405,-0.15162161383751402,42.0202065539633,-51.2888581321516,1,viticulteur / viticultrice,arboriculteur / arboricultrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Aquaculture,A1404,-0.15162161383751402,47.3253276837099,-45.6992363939797,2,aquaculteur / aquacultrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Aide d'élevage agricole et aquacole,A1403,-0.15162161383751402,47.854505998211,-45.227972854246104,2,palefrenier / palefrenière,ouvrier / ouvrière agricole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Aide agricole de production légumière ou végétale,A1402,-0.15162161383751402,37.4750337745696,-51.4113475978049,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Aide agricole de production fruitière ou viticole,A1401,-0.15162161383751402,37.963917684563,-51.63009365581701,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Conseil et assistance technique en agriculture,A1301,-0.15162161383751402,50.0758743364713,-19.1134508305486,4,conseiller / conseillère agricole,technicien forestier / technicienne forestière,hydraulicien / hydraulicienne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sylviculture,A1205,-0.15162161383751402,42.1200780467455,-55.3032312945008,1,ouvrier forestier / ouvrière forestière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Entretien des espaces verts,A1203,-0.15162161383751402,43.4141934874782,-49.9754299984325,2,ouvrier / ouvrière paysagiste,technicien / technicienne paysagiste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Entretien des espaces naturels,A1202,-0.15162161383751402,42.4941616178861,-53.6656408814262,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Gravure - ciselure,B1303,-0.15162161383751402,-52.216368266238206,-54.4781693360318,11,orfèvre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"Réalisation d'objets en lianes, fibres et brins végétaux",B1401,-0.15162161383751402,-51.6855825082594,-56.48243138626329,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Reliure et restauration de livres et archives,B1402,-0.15162161383751402,-51.1711083083497,-54.7669205053706,11,relieur-doreur / relieuse-doreuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Fabrication et réparation d'instruments de musique,B1501,-0.15162161383751402,-54.102586064048005,-52.2296821186158,11,facteur/ factrice d'instruments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Gestion de portefeuilles sur les marchés financiers,C1303,-0.15162161383751402,65.6186253903916,42.4039664048613,24,gérant / gérante de portefeuille,responsable des produits structurés actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Front office marchés financiers,C1301,-0.15162161383751402,65.6654590881539,41.6608569930642,24,trader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Management en exploitation bancaire,C1207,-0.15162161383751402,59.41914891929729,45.33319762084329,23,directeur / directrice d'agence bancaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Gestion de clientèle bancaire,C1206,-0.15162161383751402,60.913502083397894,47.54828809822661,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Conseil en gestion de patrimoine financier,C1205,-0.15162161383751402,60.7249697105919,46.1167717663166,23,gestionnaire de patrimoine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Conception et expertise produits bancaires et financiers,C1204,-0.15162161383751402,63.664692881945,27.7541580930551,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Relation clients banque/finance,C1203,-0.15162161383751402,59.96231291976579,46.064153645099495,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Analyse de crédits et risques bancaires,C1202,-0.15162161383751402,47.8021017253228,37.44957829136621,20,analyste de crédit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Rédaction et gestion en assurances,C1109,-0.15162161383751402,46.7351101595076,31.579556465451603,21,gestionnaire de contrats d'assurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Management de groupe et de service en assurances,C1108,-0.15162161383751402,49.22810975673801,35.225487480597295,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Indemnisations en assurances,C1107,-0.15162161383751402,30.085678380787,-9.69031444278535,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Études actuarielles en assurances,C1105,-0.15162161383751402,65.4787899056251,28.1988292224814,17,actuaire,gestionnaire actif/passif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Direction d'exploitation en assurances,C1104,-0.15162161383751402,55.094666064566404,38.815162311826,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Courtage en assurances,C1103,-0.15162161383751402,49.27465428189771,26.861440731261396,18,courtier / courtière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Conseil clientèle en assurances,C1102,-0.15162161383751402,47.348837503919604,30.0216653848515,18,agent général / agente générale d'assurances,conseiller / conseillère en assurances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Conception - développement produits d'assurances,C1101,-0.15162161383751402,64.366691440648,27.8767352988963,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Tapisserie - décoration en ameublement,B1806,-0.15162161383751402,-46.01849853791511,-59.085751153829406,14,tapissier / tapissière d'ameublement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Stylisme,B1805,-0.15162161383751402,-44.368944795263396,-42.9227431017449,16,styliste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Réalisation d'ouvrages d'art en fils,B1804,-0.15162161383751402,-47.729621223333396,-57.9399331417878,14,brodeur / brodeuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Réalisation de vêtements sur mesure ou en petite série,B1803,-0.15162161383751402,-43.4886589069511,-65.0222934019343,15,tailleur-couturier / tailleuse-couturière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Réalisation d'articles en cuir et matériaux souples (hors vêtement),B1802,-0.15162161383751402,-46.3702332438158,-62.2210745829496,14,maroquinier / maroquinière,bottier / bottière,sellier / sellière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Réalisation d'articles de chapellerie,B1801,-0.15162161383751402,-47.052311412524006,-62.2284983800069,14,modiste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Conservation et reconstitution d'espèces animales,B1701,-0.15162161383751402,53.2287388332709,-44.2298491539713,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Réparation - montage en systèmes horlogers,B1604,-0.15162161383751402,-2.56905546914294,-31.355088109470202,13,microtechnicien / microtechnicienne,horloger / horlogère,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie",B1603,-0.15162161383751402,-55.6541691644994,-53.5861314566227,11,bijoutier-joaillier / bijoutière-joaillière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Réalisation d'objets artistiques et fonctionnels en verre,B1602,-0.15162161383751402,-51.35392164395721,-52.5997952521405,11,souffleur / souffleuse de verre,verrier / verrière au chalumeau,vitrailliste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Métallerie d'art,B1601,-0.15162161383751402,-53.8455872421124,-53.275077323785105,11,bronzier / bronzière,ferronnier / ferronnière d'art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Direction et ingénierie d'exploitation de gisements et de carrières,F1203,-0.15162161383751402,0.654597331087599,-6.42124745934254,46,ingénieur / ingénieure gaz,ingénieur pétrolier / ingénieure pétrolière,ingénieur / ingénieure forage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Conduite de grue,F1301,-0.15162161383751402,-24.127736913827896,4.621905891665059,48,grutier / grutière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Conduite d'installation de production des métaux,H2907,-0.15162161383751402,4.26604072221923,-56.4654125102813,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Conduite d'équipement de fabrication de l'ameublement et du bois,H2202,-0.15162161383751402,-38.3057675894484,-32.236942940112904,69,technicien / technicienne de fabrication de mobilier et de menuiserie,menuisier / menuisière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Conduite de machine de textiles nontissés,H2405,-0.15162161383751402,-12.134863796218,-64.52666713121161,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Conduite de machine de production et transformation des fils,H2404,-0.15162161383751402,-14.2316610399688,-64.8300337470178,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Conduite de machine de fabrication de produits textiles,H2403,-0.15162161383751402,-12.0323858718487,-67.891939466284,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Assemblage - montage de vêtements et produits textiles,H2402,-0.15162161383751402,-36.72247536761979,-63.4006770068206,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"Assemblage - montage d'articles en cuirs, peaux",H2401,-0.15162161383751402,-36.613915670868295,-64.1566071741759,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Conduite d'équipement de production chimique ou pharmaceutique,H2301,-0.15162161383751402,5.11811909537898,-71.0491665594357,71,pilote de ligne automatisée (chimie - agroalimentaire - industrie pharmaceutique),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Intervention technique en ameublement et bois,H2209,-0.15162161383751402,21.8650396278553,-23.303240281487003,70,technicien / technicienne de fabrication de mobilier et de menuiserie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Réalisation d'ouvrages décoratifs en bois,H2208,-0.15162161383751402,-51.8251619698052,-41.955475756927704,10,encadreur / encadreuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Réalisation de meubles en bois,H2207,-0.15162161383751402,-52.182580784033604,-42.18389392693361,10,ébéniste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Réalisation de menuiserie bois et tonnellerie,H2206,-0.15162161383751402,-57.61668659840671,-34.357273635085804,12,agenceur / agenceuse de cuisines et salles de bains,menuisier / menuisière,tonnelier / tonnelière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Première transformation de bois d'oeuvre,H2205,-0.15162161383751402,-39.2419052213923,-30.909397217699798,69,conducteur opérateur / conductrice opératrice de scierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Encadrement des industries de l'ameublement et du bois,H2204,-0.15162161383751402,22.166640598681198,-23.5877561918293,70,technicien / technicienne de fabrication de mobilier et de menuiserie,responsable de scierie,ébéniste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Conduite d'installation de production de panneaux bois,H2203,-0.15162161383751402,-38.655799445797896,-31.744075187561002,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Assemblage d'ouvrages en bois,H2201,-0.15162161383751402,-52.317473309314096,-33.1542521135425,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Intervention technique en études et conception en automatisme,H1208,-0.15162161383751402,14.348483198815998,-21.069743894209,62,technicien / technicienne en automatismes,informaticien industriel / informaticienne industrielle,roboticien / roboticienne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Conduite d'équipement de production alimentaire,H2102,-0.15162161383751402,8.135421623208929,-2.23739883523871,68,conducteur / conductrice de ligne de production alimentaire,opérateur / opératrice de fabrication de produits alimentaires,responsable de production alimentaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Abattage et découpe des viandes,H2101,-0.15162161383751402,21.198470600230998,79.8063273841437,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Intervention technique qualité en mécanique et travail des métaux,H1506,-0.15162161383751402,22.8301493525456,-16.570678040669197,63,technicien / technicienne en métrologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Intervention technique en formulation et analyse sensorielle,H1505,-0.15162161383751402,19.0921546072996,60.016649932133504,8,parfumeur / parfumeuse,ingénieur aromaticien / ingénieure aromaticienne,formulateur / formulatrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Intervention technique en laboratoire d'analyse industrielle,H1503,-0.15162161383751402,14.4455129726806,-10.1226930792854,65,chercheur / chercheuse en chimie,microbiologiste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Management et ingénierie qualité industrielle,H1502,-0.15162161383751402,21.4566650264657,-15.894695575624402,63,pharmacien / pharmacienne dans l'industrie,qualiticien / qualiticienne,responsable assurance qualité,chargé / chargée de pharmacovigilance,spécialiste des affaires réglementaires en chimie,responsable de laboratoire de contrôle en chimie,ingénieur / ingénieure qualité moteur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Direction de laboratoire d'analyse industrielle,H1501,-0.15162161383751402,18.1308317010899,-12.4646795138538,65,ingénieur / ingénieure analyste de l'air,"ingénieur / ingénieure fluides, énergies, réseaux, environnement",responsable de laboratoire de recherche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Intervention technique en méthodes et industrialisation,H1404,-0.15162161383751402,19.646432419148,-15.8398625046848,63,agent / agente des méthodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Intervention technique en gestion industrielle et logistique,H1403,-0.15162161383751402,34.2896405124923,-25.618708325361098,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Management et ingénierie méthodes et industrialisation,H1402,-0.15162161383751402,35.3547317189736,-22.757387396868,67,ingénieur / ingénieure essais,ingénieur / ingénieure méthodes mécaniques,ingénieur / ingénieure process aval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Management et ingénierie gestion industrielle et logistique,H1401,-0.15162161383751402,34.8193621782616,-25.6923211233208,67,logisticien / logisticienne,responsable d'ordonnancement,responsable du soutien logistique intégré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels,H1302,-0.15162161383751402,31.646818879093104,-12.0572726856303,3,chargé / chargée hygiène sécurité environnement (HSE),conseiller / conseillère en environnement,ingénieur / ingénieure environnement,ingénieur / ingénieure nucléaire,ingénieur pétrolier / ingénieure pétrolière,ingénieur / ingénieure environnement et risques industriels,ingénieur / ingénieure radioprotection,ingénieur / ingénieure process aval,chargé / chargée de recherche et développement déchets,ingénieur / ingénieure d'études en sûreté nucléaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"Intervention technique en études, recherche et développement",H1210,-0.15162161383751402,15.8325287413363,-10.702577114836402,65,technicien / technicienne biologiste,technicien / technicienne chimiste,ingénieur / ingénieure recherche et développement en agroalimentaire,technicien / technicienne d'essais,biostatisticien / biostatisticienne,aérodynamicien / aérodynamicienne en aéronautique,technicien / technicienne de police technique et scientifique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Conduite de machine de traitement textile,H2406,-0.15162161383751402,-11.434472416147498,-66.438226824745,45,teinturier / teinturière blanchisseur / blanchisseuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Conduite de machine de transformation et de finition des cuirs et peaux,H2407,-0.15162161383751402,-27.538086155995604,-59.165071138838904,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Conduite de machine d'impression textile,H2408,-0.15162161383751402,-27.9233234931491,-59.2933136674267,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"Coupe cuir, textile et matériaux souples",H2409,-0.15162161383751402,-33.9518607760031,-62.589324799463206,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Conduite d'installation automatisée ou robotisée de fabrication mécanique,H2906,-0.15162161383751402,-4.420504810065769,-38.3802859736008,74,soudeur / soudeuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Conduite d'équipement de formage et découpage des matériaux,H2905,-0.15162161383751402,-8.031378420877001,-40.4515540471065,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Conduite d'équipement de déformation des métaux,H2904,-0.15162161383751402,-8.27939972337465,-51.6117197106203,76,technicien / technicienne de forge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Conduite d'équipement d'usinage,H2903,-0.15162161383751402,0.6239489607744879,-49.9167220329396,66,affûteur / affûteuse,opérateur / opératrice sur machine à commande numérique,décolleteur / décolleteuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Chaudronnerie - tôlerie,H2902,-0.15162161383751402,2.21219516534435,-52.8507816938426,77,serrurier-métallier / serrurière-métallière,soudeur / soudeuse,chaudronnier / chaudronnière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Ajustement et montage de fabrication,H2901,-0.15162161383751402,-0.20249877521904996,-49.0781269149928,66,mécanicien-outilleur / mécanicienne-outilleuse,ajusteur-monteur / ajusteuse-monteuse,régleur / régleuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Pilotage d'installation de production verrière,H2805,-0.15162161383751402,15.1970696065994,-50.053065301714,75,technicien / technicienne des industries du verre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"Pilotage de centrale à béton prêt à l'emploi, ciment, enrobés et granulats",H2804,-0.15162161383751402,16.6243603556898,-51.5586999294843,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Façonnage et émaillage en industrie céramique,H2803,-0.15162161383751402,-48.5336643424797,-49.1268487398038,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Conduite d'installation de production de matériaux de construction,H2802,-0.15162161383751402,-8.62569192318364,-55.623163919005606,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Conduite d'équipement de transformation du verre,H2801,-0.15162161383751402,-8.51355893409853,-54.417309044805094,76,technicien / technicienne des industries du verre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Pilotage d'installation énergétique et pétrochimique,H2701,-0.15162161383751402,15.618196273094098,-50.4973251913512,75,technicien / technicienne d'exploitation du réseau gaz,opérateur / opératrice de raffinerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Bûcheronnage et élagage,A1201,-0.15162161383751402,40.4374915563124,-54.051242008320706,1,technicien forestier / technicienne forestière,ouvrier forestier / ouvrière forestière,élagueur / élagueuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Montage de produits électriques et électroniques,H2604,-0.15162161383751402,-6.02737324011425,-38.4843915747406,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
